,name,date,rating,review,critic
467,IrvinSwift,"Mar 20, 2021",10,"<span>The new álbum of the year, Justice wishes, lana hizo una joya de album el mejor</span>",Positive
468,cxnfusedminds,"Mar 19, 2021",10,"<span>Stunning production, the production is more complex than it may seen at first. There’s no weak song, and they reveal its secrets with repeated listenings</span>",Positive
469,hgerik,"Mar 20, 2021",8,"With ""Chemtrails Over The Country Club"" Lana proves again that she can compete with other recent artists due to her excellent songwriting skills. Throughout the Album you can hear songs from different genres, with different styles, while you may not like a few of them, you for sure will love other songs to heaven. Since some songs like ""White Dress"" are to experimental for MY taste I need to take some points there.But no matter a contender for Album of the Year at the next Grammy Awards so far, predictly gonna be hard competing with Swifts ""Evermore"" due they both have a huge alternative/folk touch.",Positive
471,ktoverthe,"Mar 19, 2021",10,"Lana siempre nos sorprende con sus letras tan profundas y pensadas que te hacen sentir que eres el protagonista de la canción. Este albúm se encuentra en la línea de Norma F. Rockwell, pero mucho sentimental y sumergente. Es imposible no querer repetir una y otra vez. Como siempre Del Rey nos ha demostrado que junto a Jack Antonoff, posiblemente uno de los mejores productores contemporáneos, hacen un increíble equipo y no se cansan de satisfacer al fandom con sus obras maestras.",Positive
472,OsvaldoRomo24,"Mar 19, 2021",10,"<span>Este Álbum es maravilloso como cada álbum de Lana, esta vez todas las canciones cuentan con solo 2 escritores, Lana una de ellos, Es una artista espectacular</span>",Positive
473,Jojoudelrey,"Mar 19, 2021",10,"<span>Perfeito vocais e letras impecaveis que levam esse album a grandiosidade, wild at heart linda</span>",Positive
474,josueabsalon,"Mar 19, 2021",10,"<span>Lana nos sorprendió para bien. Me encanta ver el camino que va tomando y cómo va creciendo, lejos de volver a hacer algo como Born To Die</span>",Positive
475,peterptrv,"Mar 19, 2021",10,"<span>Its such an amazing album, Tulsa Jesus Freak and Dancing til we die are so good!!</span>",Positive
476,Lanaxme,"Mar 20, 2021",10,"<span>WHAOUH, this is incredible she change so much of style but I love that , continue like that Del Rey</span>",Positive
477,fusuy127,"Mar 19, 2021",10,Albüm o kadar güzel ki ne yazsam bilemiyorum ama yaz dedi diye yazıyorum yoksa yorum yapamayacak kadar beğendim,Positive
478,JonathasMykael,"Mar 19, 2021",10,"<span>Album of the year so far<br/>Lana Del Rey shows how far she took away her music and poetry. Now she is one of the bests singer in US history.<br/>with beautiful vocals, heavy eletric guitar, and soft piano, the album is right.</span>",Positive
479,vhictornss,"Mar 19, 2021",10,"<span>meu deus ela foi a f***na, amei a sonoridade do album, ficou coeso demais e lana mais uma vez sendo a rainha do alternativo</span>",Positive
482,blinkuot4,"Mar 19, 2021",8,"<span>her voice is so good, this album is sing by the same angels </span>",Positive
483,AnvorguesA,"Mar 19, 2021",10,"<span>Es un álbum completamente perfecto, me encantan todas las canciones y las letras, sin duda alguna Lana se supera casa vez más! Este álbum es arteeeee!!!!!!!</span>",Positive
484,MonikaBay,"Mar 19, 2021",10,<span>Queen is back<br/>Summertime has been my favorite song<br/>Her vocal is so much soothing</span>,Positive
485,carlittog10,"Mar 19, 2021",10,"<span>Lana is the biggest we have, in each album she manages to excel. Proud to be a fan!! SHE'S A QUEEN!!!!</span>",Positive
486,jaredsolana,"Mar 20, 2021",9,"<span>Es un muy buen álbum, aunque no siento que sea el mejor que ha sacado, en lo personal solo me gustaron algunas canciones</span>",Positive
487,Gustavoart,"Mar 19, 2021",10,"<span>PERFEITO, SIMPLESMENTE INCRÍVEL, NADA MAIS QUE ACLAMADO, DEUS DO CÉU QUE MARAVILHA, QUE COISA LINDA, PERFEIÇÃO E POESIA EM FORMA DE MÚSICA, LANA DEL REY MANDANDO SEMPRE</span>",Positive
488,OB4CL,"Mar 19, 2021",9,"<span>Once again Lana and Jack deliver an amazing work of art, it's in the same lane as her last album 'NFR', but it's still an amazing listen!</span>",Positive
489,chemlany,"Mar 19, 2021",10,"<span>Her most cohesive album from the Honeymoon (2015) and NFR (2019) here at Chemtrails, she consolidated herself as a genius songwriter</span>",Positive
490,santicosecre,"Mar 19, 2021",10,"<span>Chemtrails feels like poetry that lovingly contemplates the nuances of life, poetry that dances over Jack Antonoff's beautiful production.</span>",Positive
491,witchwitch,"Mar 19, 2021",10,<span>Chemtrails over the country club it just the perfect continuation to NFR! Short but a consistent body of work that might be the most mature and personal album of Lana.</span>,Positive
492,lanasmycure,"Mar 19, 2021",10,"<span>amei muito a lana sempre entregando absolutamente tudo, essa mulher é minha vida.</span>",Positive
493,samvrey,"Mar 20, 2021",10,"<span>Insanely good! Lana del Rey just proved again she is the most versatile artist alive. No one is doing it like her, this album is amazing!</span>",Positive
494,Mathawsz,"Mar 19, 2021",10,"<span>Very good, simple and raw instrumentals, they bring a very clean and subtle image of this new phase of Lana Del Rey. Adequate feats and extremely accurate vocals</span>",Positive
495,hercio,"Mar 19, 2021",10,"Between whispers, she's describing the nostalgia that she's found herself submerged in. Looking back at a peaceful, but also hopeful, time, now being a name that digs deeper in these generations, Lana sings for herself too. In the Mojo interview she said she doesn't need to find a new sound, bring something that is fresh new, she only can deliver her truth, which I think is pretty honest and genuine. Some people might like it, some people don't. Lana likes it, I think that's enough for her. I lover her music so much, this is just another album I'll play every friday night.",Positive
496,Edison16,"Mar 19, 2021",10,"<span>Es un magnífico trabajo de la Neoyorquina sin dudas uno de los mejores álbumes del año, podría ser merecedor de AOTY 2022. Me encanta.</span>",Positive
497,onikadelrey87,"Mar 19, 2021",10,"<span>This is truly ba masterpiece, Lana is such a great singer. I love every song from the album it's so great.</span>",Positive
498,rikashiweyini,"Mar 19, 2021",10,"<span>O instrumental marcante que a Lana sempre mostrou em seus álbuns não poderia faltar nesse. Com composições incríveis,  Lana explorou o novo gênero musical e foi muito bem nisso. Apaixonada demais!</span>",Positive
499,gstavx,"Mar 19, 2021",10,"<span>This album is Lana Del Rey, you hear in her voice that she is happy singing these songs and that is contagious.</span>",Positive
500,SantagoDlRai,"Mar 19, 2021",10,"<span>es simplemente arte, la mejor manera de continuar la sucesión de NFR, grandioso álbum</span>",Positive
501,franmusic,"Mar 19, 2021",10,"<span>talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, **** on it, vomit on it, eat it, give birth to it.</span>",Positive
502,elizabeth02,"Mar 19, 2021",10,"cada letra de cada canción es POESÍA, es como estar en el cielo, simplemente maravilloso, te amo Lana",Positive
503,Kirillpaleco,"Mar 19, 2021",10,<span>I love this album. Lana del rey very smarty artist. Thank youuuu lana For this album</span>,Positive
504,GratefulAnxiety,"Mar 19, 2021",10,<span>This album is truly a masterpiece. From the special edition artwork to the obviously amazing songs it's all around perfection.</span>,Positive
505,jmurcia20,"Mar 19, 2021",10,"A beautiful album filled with new beats, tones, vocals and concepts to approach feelings never described and portrayed before by Lana Del Rey in such an astounding way. A true masterpiece that will surprise, entertain and seduce the listener song by song, from the first track to the last. Lana Del Rey shows her magnificent story-telling in this amazing album. Definitely, one of her best albums yet, which, to be honest, suprised me considering that NFR! could have been her peak. She continues to raise the bar for story-telling, folk and the alternative genre. Congratulations.",Positive
506,OmarReyes2526,"Mar 19, 2021",10,"<span>The album is beautiful, the lyrics are so deep and it transports you to Lana's world where she tells us everything that has happened, in the album you can appreciate the combination of such relaxing sounds.</span>",Positive
507,Simsantikk,"Mar 19, 2021",10,"<span>Amazing album! Lana is the best! Wow! 10/10. ""Tulsa Jesus Freak"", ""Chemtrails"", ""LMLYLAW"" WONDERFUL</span>",Positive
508,Theodorino,"Mar 19, 2021",10,"<span>She's done it again. Creating a masterpiece of an album, with beautiful lyrics and haunting but yet calming melodies</span>",Positive
509,Tom12,"Mar 19, 2021",10,<span>This album has the most range out of any album to date. She brings new sounds and keeps things interesting throughout the whole album.</span>,Positive
510,Lucasemanu,"Mar 19, 2021",10,"<span>Lana vem com uma proposta diferente que seu sexto álbum, Norman **** Rockwell, trás agora uma vibe mais do oeste americano onde consegue fazer com que nós possamos perceber que sua evolução vocal é perceptível.</span>",Positive
511,keviinsmiith,"Mar 19, 2021",10,"<span>Chemtrails Over the Country Club has a hint of her previous, ""NFR"" but doesn't sound too similar. A great sister album where every song sounds different but they all feel wrapped together.</span>",Positive
512,Rahul21,"Mar 19, 2021",10,<span>This album is really a work of art. She outdid herself again. Album of the year for me.</span>,Positive
513,Lindorrm,"Mar 19, 2021",10,<span>Its stunning i was wating for this album do long but its was worth tje time</span>,Positive
514,jupiter_,"Mar 19, 2021",10,"<span>AAAAA, el mejor álbum . Lana siempre logra conectar con nosotros en cada una de sus letras y hace que tengamos este tipo de sentimientos identificados, </span>",Positive
515,Depanxe,"Mar 19, 2021",10,"<span>Just the best. As ALWAYS. Soft, beautiful with deep lyrics, Unique vocals that only Lana Del Rey can do.</span>",Positive
516,notshy1312,"Mar 19, 2021",10,"<span>a breathtakingly beautiful album, and a great follow up to maybe the best Lana album.</span>",Positive
517,sotnasf13,"Mar 19, 2021",10,amazing. iconic. poetic. delicated. free emotion. album of the year. beautiful.,Positive
518,Ultravi0lence,"Mar 20, 2021",10,"<span>Talented, brilliant, incredible, amazing, show-stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, **** on it, vomit on it, eat it, give birth to it</span>",Positive
519,Alejandro4,"Mar 19, 2021",10,<span>Es un álbum magnífico!<br/>Lana siempre ha sido una gran compositora ❤<br/>Espero este álbum si sea reconocido por los GRAMMYS porque ella lo merece</span>,Positive
520,adriians,"Mar 19, 2021",9,"<span>Lana's new record, in my opinion, is watered down NFR! which isn't bad. Each track is different in its own way, and still has that signature Lana + Jack sound.</span>",Positive
521,Effandy,"Mar 20, 2021",9,"<span>Another great album by Lana del Rey, from the first track 'White Dress' to last track 'For Free' love the concept and her vocal. One of the best album in 2021!</span>",Positive
522,Krishna12345,"Mar 19, 2021",10,"<span>After Nfr, it was hard to envision anyone ever being able to top it and outdo themselves. On her seventh studio album, Miss Del rey does just that!!! The production Every song is absolutely perfect and precise and Lanas natural lyricism comes to the spotlight. An easy 10/10. Love our queen mother forever.</span>",Positive
523,nikan_o_ras,"Mar 19, 2021",9,"<span>Lana Del Rey proves once again that she can't make a bad record. Each record is more unique than it's predecessor, showing her ability to take risks and always do what she likes -music wise-, never listening to the demands and the trends of the music industry.</span>",Positive
524,joadsuarez,"Mar 19, 2021",10,"If there’s one thing Lana Del Rey does, and does it really well, is putting together an album. Following her monumental 2019 Album of The Year, Norman **** Rockwell, Lana is back and she’s cooler than ever, no I mean seriously, did you hear the bridge to Dance Till We Die? exactly. Lana opens up the album with White Dress, a beautiful piano ballad filled with melancholy and nostalgic lyrics where she seems to be reminiscing on her Lizzy Grant era and her pre-fame status. The Album continues to deliver with gems, like Tulsa Jesus Freak, Dark But Just A Game, and Yosemite. She Wraps it Up with a Joni Mitchell cover to For Free, Featuring Zella Day, and Weyes Blood. Chemtrails is a short album overall, but packed with great melodies and lyricism. Lana never disappoints and she’s deserving of all accolades.",Positive
525,lucasvictor,"Mar 19, 2021",10,<span>Lana once again delivers a concept album with incredible melodies and compositions.</span>,Positive
526,Johnnata_CS,"Mar 19, 2021",10,"<span>Another amazing work by Lana. Yosemite and White Dress are both my favorites. The whole projects seems to be a future 'darling' just like Honeymoon (to me, he best record). 10/10</span>",Positive
527,pedrosmalacrida,"Mar 19, 2021",10,<span>An Amzing Folk album. Exemplar Lyrics. Lana is on her way to become a true musical legend and the best lyricist of this generation</span>,Positive
528,lflife,"Mar 19, 2021",10,<span>A breathtaking and beautiful album. Definitely one of my favorites from Lana.</span>,Positive
529,Lanadelray,"Mar 19, 2021",10,<span>Lana snapped with this omg. Her best album yet!! The production is exquisite!!</span>,Positive
530,anavabrizzi,"Mar 19, 2021",10,"<span>lana del rey como sempre mostrando ser a artista do século com suas letras impecáveis. Chemtrails é bem instrumental com um toque refinado, bem leve, sem comparação com nenhum outro.</span>",Positive
531,gui_antonucci,"Mar 19, 2021",10,"<span>Lana Del Rey once again delivered perfection, it looks like a work of God, thank you!  My favorite tracks are Tulsa Jesus Freak, Let me love you like a woman, Wild at heart and Dark but just a game, this sequence is perfect.</span>",Positive
532,Lenldr,"Mar 19, 2021",10,"<span>This album is definitely something completely different but extremely beautiful  .I admire her ability to change and grow,while remaining poetic.</span>",Positive
533,marioguida,"Mar 19, 2021",10,<span>this album is really amazing. It's a masterpiece. I think this is gonna be one of the best album that Lana del Rey have ever done. I'm going to listen to it for the next month for sure!</span>,Positive
534,isaaherondale4,"Mar 19, 2021",10,<span>This album is simply flawless! I don't have enough words to say how much I liked it.</span>,Positive
535,Alexan_Ponce2,"Mar 19, 2021",10,"<span>Definitivamente este álbum está a la par de NFR, a nivel de producción y lírica, es arte y bello. Lana superándose una vez más</span>",Positive
536,cristalized,"Mar 19, 2021",10,"A lovely album. It really got a whole different vibes and aesthetics from NFR! which was surprising. This is a same old Lana telling stories to her listeners and it delivers with a clear and raw especially in the White Dress. My favorite notable moment is the bridge she sang and the sudden switching she did in Dance till We Die. I really think this is a no skip album. My top tracks are: Dark But Just A Game, Wild At Heart, Yosemite, Dance Till We Die, and White Dress.",Positive
537,HugoVinicius,"Mar 19, 2021",10,"<span>O álbum é incrível, semelhante a andar devagar olhando para o céu, quando você sente que pertence a algum lugar, e pode ser feliz...</span>",Positive
538,Juhmp,"Mar 19, 2021",10,"<span>A wonderful album, the vocals of Lana Del Rey are impeccable. Certainly one of the best in her whole discography. Lana did the impossible, overcoming the wonderful Norman F ****** Rockwell. No words, just incredible.</span>",Positive
539,KaaHBabY,"Mar 19, 2021",10,"this is so beautiful,Lana Always serving bibles Each new album of hers always becomes my favorite, and this one was no different",Positive
540,Danielatara,"Mar 19, 2021",10,"<span>The album is full a masterpiece, the meeting of sounds, it's like a heaven. Lana travels a journey of emotions, of feelings that is not the typical story of a sad love. it is simply ideal for any moment.</span>",Positive
541,tiagomancha,"Mar 19, 2021",10,"<span>talented and incredible, what Lana do best!<br/>Maybe the best album of the career</span>",Positive
542,FrankSilva,"Mar 19, 2021",10,"<span>A cada música que começa, dá pra perceber a coesão e a ligação de todas elas, mas sem ser uma obra repetitiva. Parabéns Lana, você conseguiu mais uma vez mostrar o quão maravilhosa consegue ser nas composições, parabéns por mais uma obra de arte!</span>",Positive
543,MrDaytona,"Mar 19, 2021",10,"<span>we just entered the Chemtrails Over The Country Club era and I believe that we have just entered the life of Lana Del Rey, this Del Rey's album is a beautiful meditation on her life and fame, I really loved Chemtrails</span>",Positive
544,kdusouza,"Mar 19, 2021",10,"this album is JUST THE PERFECTION OF GODI LOVE U LANA, THANK U FOR THE CHEMTRAILS OVER THE COUNTRY CLUBE LISTEN CHEMTRAILS BY ALL STREAMS PLATAFORMS",Positive
545,JonhMunizz,"Mar 19, 2021",10,"<span>é impressionante como a Lana Del Rey consegue entregar álbuns tão perfeitos e únicos, cada musica leva você a um mundo completamente diferente e que no fim faz total sentido, é uma obra de arte pura</span>",Positive
546,lizzykillkill,"Mar 19, 2021",10,"INCREDIBLE, PERFECT AND NO DEFECTS! only words to describe this masterpiece, the lyrics, the melody. Lana Del Rey NEVER disappoint, only flawless albums in her career. GOD IS A WOMAN! GOD IS A LANA DEL REY!!!!",Positive
547,alexandre1233,"Mar 19, 2021",10,"<span>No chemtrails lana conseguiu reforçar que é eterna e que ainda tem um longo caminho pela frente dentro da industria, com um album lindo e puro, rico nos instrumentais e nos vocais</span>",Positive
548,arthurtavrs,"Mar 19, 2021",10,"<span>perfeito em tudo, um dos melhores álbum que já ouvi na vida, tenho certeza que o levarei para a vida toda.</span>",Positive
549,wiped0ut,"Mar 19, 2021",10,"<span>“chemtrails over the country club” is a dive into lana’s thoughts and feelings on her fame, unlike her previous records it feels a lot more personal and from the heart.</span>",Positive
550,Fkbo_x,"Mar 19, 2021",10,<span>Lana del Rey mais uma vez se saindo melhor do que antes!Cada letra desse álbum e cada melodia combinam perfeitamente com a genialidade da artista que é a Lana Del rey.</span>,Positive
551,1juaan1,"Mar 19, 2021",10,"<span>Muy buen álbum, es todo lo que esperaba de Lana del Rey, y mucho más.<br/>Las letras como siempre juegan una parte portante en sus canciones u eso es bueno.</span>",Positive
552,heavydirtysoull,"Mar 19, 2021",10,"Dark but just a game,wild at heart,tulsa jesus freak,white dress—it’s all just perfect songs. This album deserves the world,i’m in love",Positive
553,gardsss,"Mar 19, 2021",10,"love this album, lana del rey is inteligent and beautiful woman in world of music",Positive
554,ScottScottov,"Mar 19, 2021",10,"<span>By far the best Lana album, wonderful folk. Tulsa Jesus Freak is the diamond of the entire album. Listen and enjoy.</span>",Positive
555,vladislove1,"Mar 19, 2021",10,This Album so Amazing so soft and sweet Этот альбом покорил мое сердце Ланочки большая молодец,Positive
556,flrnls,"Mar 19, 2021",10,Это прекрасно! мне очень понравилось!!! королева вернулась и унизила бибера!!! кто поставит ноль будет гнить в аду,Positive
557,jessiepark,"Mar 19, 2021",10,"<span>Love this album so much. So nostalgia evoking, makes you feel like you traveling through the past, looking at the old and painfully familiar places with a different view. It's like a beautiful story told by a campfire. It's like an ode to all those friends and loved ones you used to have and still have.</span>",Positive
558,Banigi,"Mar 19, 2021",10,"<span>Lana or Lizzy Grant? Mayde its mix, but i like is. Thank you lana for this album</span>",Positive
559,averingrisha,"Mar 19, 2021",10,Lana has grown into a real artist who wants to tell her fans her story of becoming what she is now. thank you to her for this universal love,Positive
560,alexanderVII,"Mar 19, 2021",10,<span>I think Lana is getting better every time she releases an album. This is one of the best she has.</span>,Positive
561,maria_dobrynina,"Mar 19, 2021",10,"<span>This is definitely the best album of 2021 already! This combination of gorgeous vocals, meaningful lyrics and magnificent instrumental makes me feel like I’m in heaven. Thank you Lana for creating this absolutely gorgeous and mind blowing album! ❤️</span>",Positive
562,elana4,"Mar 19, 2021",10,"<span>лучший альбом, лучшая лана! люблю ее. стримьте химтрейлы</span>",Positive
563,Brlzng,"Mar 19, 2021",10,<span>This atmosphere that Lana created is keeping all of us creatures breathing. Wow.</span>,Positive
564,denis_antipin,"Mar 19, 2021",10,"Лана Дель Рей и Джек Антонофф. Вот что что нужно для грандиозного успеха. Глубокие чувственные тексты, необычный местами вокал Ланы и невероятное музыкальное сопровождение Джека Антоноффа делают эту пластинку уникальной.Мисс Дель Рей одарила нас ещё одним альбомом, который будут слушать ни одно поколение.",Positive
565,Stasyannnn,"Mar 19, 2021",10,<span>Omg I love it so much!!!</span>,Positive
566,hugosm3,"Mar 19, 2021",10,"<span>Fame, romance, melancholy. She used to be influenced, but now she reached the level of her influences. This is the album of her career! She finally found the peace she was looking for.</span>",Positive
567,ghostlybijoux,"Mar 20, 2021",10,"<span>é o álbum do milenio meus amores<br/><br/>melhores musicas: white dress, not all who wander are lost e tulsa jesus freak</span>",Positive
568,sadmandinha,"Mar 19, 2021",10,"<span>álbum perfeito e maravilhoso, lana com a maior essência lizzy grant, na época que do nada ela jogava um rock e autotune na música e não tava nem aí....tudo pra mim.</span>",Positive
569,gabrielluizdcs,"Mar 19, 2021",10,<span>I waited so long for this album and now I'm sure it was worth it. Dark But Just a Game and Tulsa Jesus Freak are my favorite tracks.</span>,Positive
570,cuzinho1,"Mar 19, 2021",10,<span>this album is legendary<br/>this album is legendary<br/>this album is legendary<br/>this album is legendary</span>,Positive
571,richardsonxavie,"Mar 19, 2021",10,"always giving us a masterpiece in every record, proving to be a living legend",Positive
572,hwliorvr,"Mar 19, 2021",10,"<span>Prometeu aclamação e entregou aclamação!!! Mais um trabalho entregado com qualidade, com perfeição. #1</span>",Positive
573,Glaina,"Mar 19, 2021",10,"Lana did it again! Art. Beautiful art. Love you, Lana! You and your pretty soul! ",Positive
574,tangerin,"Mar 19, 2021",10,"<span>amazing, incredible, brilliant, talented, showstopping, never done before, totally unique</span>",Positive
575,pajubaincerrado,"Mar 19, 2021",10,"<span>Álbum épico, consolidando Lana Del Rey como a maior poetisa do nosso tempo.</span>",Positive
576,Arthermis,"Mar 19, 2021",10,<span>So amazing How The artist make us feel ALL The Chaos and Hope of every kind relationship of Begin to The end!</span>,Positive
577,Willwittrock,"Mar 19, 2021",10,"<span>Brilhante, icônico, único e Suave tudo em apenas um álbum, Lana conseguiu criar uma atmosfera que é só dela em um lugar aonde tantos tentam achar seu lugar e com isso ela marca mais que nunca seu lugar único de ser Lana Del Rey!</span>",Positive
578,byakugab,"Mar 19, 2021",10,"<span>all your brazilian fans think you ""lançou a braba"" that is basically you nailed it</span>",Positive
579,woolridqe,"Mar 19, 2021",10,<span>best album ive ever seen. thats angelical. i wish everyone’d know lana del rey cuz she such an amazing artist.</span>,Positive
580,Badboyjuju,"Mar 19, 2021",10,"<span>Álbum perfeito, Lana entrega tudo mais uma vez. Tulsa Jesus Freak com toda certeza já encontrou no meu top 10 de músicas dela.</span>",Positive
581,riquemachado,"Mar 19, 2021",10,"A completely masterpiece. You killed again, girl. Everybody should listen to this.",Positive
582,miriagma,"Mar 19, 2021",10,"<span>So good album from the big compositore, a queen off the indie pop music. I really love this.</span>",Positive
583,RamonGomesNL,"Mar 19, 2021",10,"<span>Its perfect, Lana never disappoint us. She is incredible Chemtrails is absolutely amazing</span>",Positive
584,Pedroderek,"Mar 19, 2021",10,"this album is being the best of Lana Del Rey, the songs are so engaging and so well elaborated",Positive
585,VictorAugusto,"Mar 19, 2021",10,"<span>Sensível, ao mesmo tempo que é intenso. Acolhedor, ao mesmo tempo que afugenta. Simplesmente, Lana criou um álbum memorável, nas letras, nas melodias, na evolução de suas composições.</span>",Positive
586,guidoxp,"Mar 19, 2021",10,"Se em Norman **** Rockwell temos uma diversidade de instrumentais e composições simbólicas e de duplo significado, com Chemtrails Over the Country Club não foi diferente. Com suas melodias - um pouco mais melancólicas do que em NFR! - adições de instrumentais como cordas folclóricas e parceria com Zella Day e Weyes Blood, Lana mostra um lado mais intímo e demonstra toda a sua - imensa - capacidade de composição, com músicas que retratam desde a intensidão dos relacionamentos até a sua relação com a fama. Lana atingiu um auge artístico que inspira uma imensidão de novos artistas, e vai continuar inspirando, esse é o só o começo de uma bela jornada artistica.",Positive
587,tropicxlix,"Mar 19, 2021",10,"<span>álbum sem erro e impecável, como sempre lana del rey entregando a bíblia</span>",Positive
588,vdwljs,"Mar 19, 2021",10,"<span>the best album of her so far,since white dress to the end  of this album is pure perfection</span>",Positive
589,mycancerissun,"Mar 19, 2021",10,<span>ЭТО ШЕДЕВРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРРР</span>,Positive
590,GabrielaNichele,"Mar 19, 2021",10,<span>The best album of her carrer!! Lana is SO good at whats she does. The vocals are so clean and enjoyable to hear. The sound is wonderdul. It has no defects! Congratulations Lana for making another masterpiece. Ps: I'm sorry for my bad English</span>,Positive
591,whojoax,"Mar 19, 2021",10,"<span>Chemtrails is all about Elizabeth Grant and Lana Del Rey at the same time. Tell us about her past, her present, who she loves and who she losts.<br/>It's a perfect album, perfect songs, the instrumemts are divine and I'm so happy that I live at the same time as her, ilysm Lana</span>",Positive
592,adskidroch03,"Mar 19, 2021",10,"Творчество Ланы всегда было для меня чем то прекрасным. С каждым альбомом я влюбился в нее все больше и больше. После выхода NFR думал, что границу, установленную этим альбомом, что ее не переплюнуть, но альбом действительно шикарный и необычный. Любителям идни всем советую",Positive
593,Leprgarcia,"Mar 19, 2021",10,<span>I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it</span>,Positive
594,ananvidal,"Mar 19, 2021",10,"<span>her voice is perfect in all the songs, definitely the best ones are tulsa jesus freak and dark but just a game.</span>",Positive
595,Davidtomazz,"Mar 19, 2021",10,<span>O maior galera é simplesmente perfeito sem palavras lana del rey rainha perfeita</span>,Positive
596,fructosedelrey,"Mar 19, 2021",9,"<span>I love it, songs are consisten but they're different. It has country and summer vibes. Lyrics are just amazing.</span>",Positive
597,JoseAndres,"Mar 19, 2021",10,"<span>Simplemente perfecto. Un álbum orgánico, en el que, como siempre, Lana experimenta con nuevos sonidos, la lírica perfecta, no decepciona, disfrutable de principio a fin.</span>",Positive
598,OBrunoRodriguez,"Mar 19, 2021",10,"Simply, an incredible album. A simple and impacting sound. Most of the songs cause chills just by listening to some parts of the track. Lana has reached the height of her maturity.",Positive
599,emilyvictoriw,"Mar 19, 2021",10,"Very good i love an extraordinary melody well written with a tone of relentless personal emotion I would sincerely give everything for this album, perfect deserves the best album of the year",Positive
600,delreyag,"Mar 19, 2021",10,"<span>tudo que ela faz é bom! a voz, as letras, os timbres, lana del rey é a rainha do alternativo sim</span>",Positive
601,LucasPorrio,"Mar 19, 2021",10,<span>Chemtrails Over The Country Club is a beautiful meditation on the princess of fame.</span>,Positive
602,Rohan0131,"Mar 19, 2021",10,"With this album Lana Del Rel has solidified her spot in the history of western music and music in general as an adjective. “Lana Del Rey” will be used to define the music to come. This is such a confessional body of work done in the best way possible. Just when you thought it wouldn’t get better after NFR! Thank you for this body of work.All of the songs are highlights for me but I have to say Wild at Heart is such a powerful song. Dane Till We Die is an undeniable anthem. Just wanted to call these out real quick.Congratulations, Lana! You did it again!",Positive
603,LilWezt,"Mar 20, 2021",10,"<span>As transições entre as faixas fluem como um rio! Um agradecimento especial as grandes White Dress, Tulsa Jesus Freak, Dark But Just a Game e Yosemite!</span>",Positive
604,evascristal,"Mar 19, 2021",10,<span>have no words to describe how chemtrails over the country club is perfect!!! lana is one of the biggest voices on this generation. Just loved it!!!</span>,Positive
605,yourboyloztya,"Mar 19, 2021",10,<span>A beautiful new experience. Every song has been amazing to hear it. I loved it</span>,Positive
606,hrlloisa,"Mar 19, 2021",10,"<span>just like antonoff said, this album is lana at her most vulnerable. everything is on point from production to lyrics. 10/10</span>",Positive
607,Zuan,"Mar 19, 2021",10,"Excelente álbum, de los mejores trabajos de Lana Del Rey, simplemente su composición, su bonita letra, la hermosa voz de Lana, logra que este álbum se disfrute demasiado, llevando con sigo, tristeza, felicidad, entre otras cosas, Lana no ha perdido su toque especial, este álbum nos trae recuerdos de Lizzie Gram, y de sus antiguos proyectos, logrando que recordemos por las diferentes eras que está Reina del Alternativo a pasado.",Positive
608,Dubarros,"Mar 19, 2021",9,"O sucessor do Norman **** Rockwell trás uma grande dificuldade para a compositora em precisar encontrar um novo som que seja tão grandioso quanto o seu anterior trabalho. Chemtrails é lindo, sofisticado, melancólico e encantador, mas perde por não ser inovador no quesito ""Lana Del Rey"", podendo se confirmar assim que mesmo sendo um bom álbum, ele não será icônico como o ""Born To Die"", memorável como ""Ultravaiolence"" e nem grandioso como o ""Norman **** Rockwell"". Mas ainda assim, a sua produção angelical, os seus vocais divinos e suas composições que como sempre são o seu forte, tornam ele mais uma de suas obras primas.Nota: 9.4",Positive
609,mayadallabri,"Mar 19, 2021",10,"<span>o álbum é incrível! as letras e melodias são muito boas também, esse álbum é com certeza um dos melhores trabalhos da Lana</span>",Positive
610,matanalana,"Mar 19, 2021",9,"<span>nfr and cocc are probably the highlights of her career so far, wild at heart is objectively one of her best songs vocally.</span>",Positive
611,David240000,"Mar 19, 2021",10,<span>My love my love my love my love my love my love my love my love my love my love</span>,Positive
612,Pedrodelrey6,"Mar 19, 2021",10,<span>Perfeição Muito lindo Eu amei Parabéns lanaaa<br/>Você é perfeita Dona da minha vida I loce you</span>,Positive
613,tobiascloud9,"Mar 19, 2021",10,"<span>maybe her best work yet. interesting melodies, deep and complex lyrics, beautiful harmonies. lana del rey has done it again.</span>",Positive
614,thevanyavolkov,"Mar 19, 2021",10,"<span>Не знаю как вам, но мне этот альбом Ланы даже больше понравился, чем её прошлые работы. Спать хочется, но не так сильно </span>",Positive
615,shadayyzb,"Mar 19, 2021",10,"<span>Completamente perfecto, valió la pena la espera. Tienen que escuchar esta joya </span>",Positive
